species,family,movement_keyword,r_fin,kfin,geog_range,order,class,length,demers_pelag,diet_troph3,iucn_category,homerange,common_name,genus
Buccinum undatum,Buccinidae,sedentary,0.57,266954.7536,1320000,NA,NA,NA,NA,NA,NA,NA,NA,NA
Opisthonema oglinum,Clupeidae,habitat_coastal,1.026959074,38353.45049,2765000,Clupeiformes,Actinopteri,38,reef-associated,4.5,LC,NA,Atlantic thread herring,Opisthonema
Sardinella aurita,Clupeidae,habitat_coastal,0.674292593,414149.4049,5502500,Clupeiformes,Actinopteri,41,pelagic-neritic,3.4,LC,NA,Round sardinella,Sardinella
Trachurus symmetricus,Carangidae,pelagic,0.238376295,97859.78073,12545000,Carangiformes,Actinopteri,81,pelagic-oceanic,3.57,LC,NA,Pacific jack mackerel,Trachurus
Sparidentex hasta,Sparidae,habitat_reef,0.508792111,712.9355819,755000,Eupercaria/misc,Actinopteri,58,demersal,NA,LC,NA,Sobaity seabream,Sparidentex
Alosa pseudoharengus,Clupeidae,habitat_coastal,1.842742708,24511.5196,887500,Clupeiformes,Actinopteri,40,pelagic-neritic,3.39,LC,NA,Alewife,Alosa
Micromesistius poutassou,Gadidae,migratory,0.264956898,11051770.13,11370000,Gadiformes,Actinopteri,55.5,bathypelagic,4.13,NA,NA,Blue whiting,Micromesistius
Alosa sapidissima,Clupeidae,pelagic,1.012650669,4287.867606,690000,Clupeiformes,Actinopteri,76,pelagic-neritic,3.48,LC,NA,American shad,Alosa
Scomberomorus maculatus,Scombridae,hms,0.552706116,69510.07242,832500,Scombriformes,Actinopteri,91,pelagic-neritic,4.53,LC,NA,Atlantic Spanish mackerel,Scomberomorus
Auxis thazard,Scombridae,pelagic,0.704484871,1188784.853,24452500,Scombriformes,Actinopteri,65,pelagic-neritic,4.37,NA,NA,Frigate tuna,Auxis
Scomberomorus cavalla,Scombridae,hms,0.422976077,117279.9657,2745000,Scombriformes,Actinopteri,184,pelagic-neritic,4.42,LC,NA,King mackerel,Scomberomorus
Trachinus draco,Trachinidae,habitat_benthic,0.630179269,3639.605607,2867500,Perciformes/Percoidei,Actinopteri,53,demersal,7.22E-04,LC,NA,Greater weever,Trachinus
Penaeus monodon,Penaeidae,habitat_benthic,1.19,383488.9311,10907500,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oblada melanura,Sparidae,habitat_reef,0.430882512,6862.353238,1805000,Eupercaria/misc,Actinopteri,36.59999847,benthopelagic,5.84E-04,LC,NA,Saddled seabream,Oblada
Boops boops,Sparidae,pelagic,0.47071232,289938.8997,2757500,Eupercaria/misc,Actinopteri,40,demersal,2.79,LC,NA,Bogue,Boops
Crassostrea virginica,Ostreidae,sedentary,0.57,1163823.621,3487500,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epinephelus areolatus,Serranidae,habitat_coastal,0.322549477,5778.412723,12137500,Perciformes/Serranoidei,Actinopteri,47,reef-associated,3.74,LC,NA,Areolate grouper,Epinephelus
Coregonus lavaretus,Salmonidae,habitat_coastal,0.390523349,18551.55656,1395000,Salmoniformes,Actinopteri,73,demersal,3.13,VU,NA,European whitefish,Coregonus
Scomber japonicus,Scombridae,hms,0.39773042,15778539.37,6372500,Scombriformes,Actinopteri,64,pelagic-neritic,3.38,LC,NA,Chub mackerel,Scomber
Cynoscion nebulosus,Sciaenidae,habitat_coastal,0.436633792,23214.89583,557500,Eupercaria/misc,Actinopteri,100,demersal,6.87E-04,LC,NA,Spotted weakfish,Cynoscion
Lethrinus obsoletus,Lethrinidae,habitat_reef,0.456931205,988.3063252,8592500,Eupercaria/misc,Actinopteri,60,reef-associated,3.89,LC,NA,Orange-striped emperor,Lethrinus
Ctenolabrus rupestris,Labridae,habitat_reef,0.491971324,2070.185701,1272500,Eupercaria/misc,Actinopteri,18,reef-associated,3.58,LC,NA,Goldsinny-wrasse,Ctenolabrus
Katsuwonus pelamis,Scombridae,pelagic,0.504382583,22018245.45,251292500,Scombriformes,Actinopteri,110,pelagic-oceanic,4.43,LC,NA,Skipjack tuna,Katsuwonus
Hoplopagrus guentherii,Lutjanidae,habitat_reef,0.502875077,273.0618526,632500,Eupercaria/misc,Actinopteri,92,reef-associated,3.8,LC,NA,Mexican barred snapper,Hoplopagrus
Sciaenops ocellatus,Sciaenidae,habitat_benthic,0.347234648,55.28250163,987500,Eupercaria/misc,Actinopteri,155,demersal,6.46E-04,LC,NA,Red drum,Sciaenops
Haemulon plumierii,Haemulidae,habitat_reef,0.578655171,431.5592646,2540000,Eupercaria/misc,Actinopteri,53,reef-associated,3.82,LC,NA,White grunt,Haemulon
Lutjanus argentiventris,Lutjanidae,habitat_reef,0.312507548,14303.98733,712500,Eupercaria/misc,Actinopteri,71,reef-associated,6.98E-04,LC,NA,Yellow snapper,Lutjanus
Lutjanus synagris,Lutjanidae,habitat_reef,0.66052967,28340.63155,3455000,Eupercaria/misc,Actinopteri,60,reef-associated,3.82,NT,NA,Lane snapper,Lutjanus
Dactylopterus volitans,Dactylopteridae,habitat_coastal,0.6387551,6.205821294,5692500,Dactylopteriformes,Actinopteri,50,reef-associated,3.65,LC,NA,Flying gurnard,Dactylopterus
Euthynnus alletteratus,Scombridae,hms,0.330255295,115033.1049,5647500,Scombriformes,Actinopteri,122,pelagic-oceanic,4.49,LC,NA,Little tunny,Euthynnus
Thunnus maccoyii,Scombridae,hms,0.101845095,1356848.854,81205000,Scombriformes,Actinopteri,245,pelagic-oceanic,6.79E-04,CR,NA,Southern bluefin tuna,Thunnus
Cromileptes altivelis,Serranidae,habitat_reef,0.151702421,191382.417,7332500,Perciformes/Serranoidei,Actinopteri,70,reef-associated,7.77E-04,DD,NA,Humpback grouper,Cromileptes
Lutjanus guttatus,Lutjanidae,habitat_reef,0.369622858,983.5538908,542500,Eupercaria/misc,Actinopteri,80,reef-associated,4.04,LC,NA,Spotted rose snapper,Lutjanus
Pecten jacobaeus,Pectinidae,sedentary,0.43,93.70232558,1357500,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epinephelus marginatus,Serranidae,territorial,0.110074674,43372.70186,2530000,Perciformes/Serranoidei,Actinopteri,150,reef-associated,4.43,VU,0.005312,Dusky grouper,Epinephelus
Plectropomus leopardus,Serranidae,habitat_reef,0.262136996,148319.6519,8795000,Perciformes/Serranoidei,Actinopteri,120,reef-associated,4.42,LC,0.0104584,Leopard coralgrouper,Plectropomus
Plectropomus leopardus,Serranidae,habitat_reef,0.262136996,148319.6519,8795000,Perciformes/Serranoidei,Actinopteri,120,reef-associated,4.42,LC,0.0187969,Leopard coralgrouper,Plectropomus
Pecten maximus,Pectinidae,sedentary,0.57,150688.9544,1395000,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lachnolaimus maximus,Labridae,habitat_reef,0.503220372,1005.587269,1942500,Eupercaria/misc,Actinopteri,91,reef-associated,4.17,VU,0.00123027,Hogfish,Lachnolaimus
Lutjanus buccanella,Lutjanidae,habitat_coastal,0.522081563,59.15550784,2275000,Eupercaria/misc,Actinopteri,75,reef-associated,6.74E-04,DD,NA,Blackfin snapper,Lutjanus
Loxechinus albus,Parechinidae,sedentary,0.57,617373.0596,1527500,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thunnus albacares,Scombridae,hms,0.371683336,13161424.54,238802500,Scombriformes,Actinopteri,239,pelagic-oceanic,4.41,NT,12235.3,Yellowfin tuna,Thunnus
Thunnus albacares,Scombridae,hms,0.371683336,13161424.54,238802500,Scombriformes,Actinopteri,239,pelagic-oceanic,4.41,NT,57955.7,Yellowfin tuna,Thunnus
Lethrinus xanthochilus,Lethrinidae,habitat_reef,0.313354677,137.2629902,10410000,Eupercaria/misc,Actinopteri,70,reef-associated,3.78,LC,NA,Yellowlip emperor,Lethrinus
Cephalopholis argus,Serranidae,habitat_reef,0.453164741,173.6145665,10685000,Perciformes/Serranoidei,Actinopteri,60,reef-associated,4.48,LC,0.0015,Peacock hind,Cephalopholis
Lethrinus harak,Lethrinidae,habitat_reef,0.395683078,139.727987,8735000,Eupercaria/misc,Actinopteri,50,reef-associated,3.59,LC,0.0019881,Thumbprint emperor,Lethrinus
Lutjanus campechanus,Lutjanidae,habitat_reef,0.353869418,33928.93361,2282500,Eupercaria/misc,Actinopteri,100,reef-associated,6.77E-04,VU,0.002866,Northern red snapper,Lutjanus
Lutjanus campechanus,Lutjanidae,habitat_reef,0.353869418,33928.93361,2282500,Eupercaria/misc,Actinopteri,100,reef-associated,6.77E-04,VU,0.002899,Northern red snapper,Lutjanus
Lutjanus campechanus,Lutjanidae,habitat_reef,0.353869418,33928.93361,2282500,Eupercaria/misc,Actinopteri,100,reef-associated,6.77E-04,VU,0.006204,Northern red snapper,Lutjanus
Lutjanus campechanus,Lutjanidae,habitat_reef,0.353869418,33928.93361,2282500,Eupercaria/misc,Actinopteri,100,reef-associated,6.77E-04,VU,0.009499,Northern red snapper,Lutjanus
Coregonus albula,Salmonidae,migratory,0.420787903,20850.23819,32500,Salmoniformes,Actinopteri,48,benthopelagic,5.29E-04,LC,NA,Vendace,Coregonus
Lutjanus cyanopterus,Lutjanidae,habitat_reef,0.38120872,292.0709686,2590000,Eupercaria/misc,Actinopteri,160,reef-associated,4.36,VU,NA,Cubera snapper,Lutjanus
Scarus ghobban,Scaridae,habitat_reef,0.572840955,350.9246299,12940000,Eupercaria/misc,Actinopteri,75,reef-associated,2,LC,NA,Blue-barred parrotfish,Scarus
Mullus surmuletus,Mullidae,habitat_benthic,0.656087269,66193.24414,2882500,Mulliformes,Actinopteri,40,demersal,3.45,LC,NA,Surmullet,Mullus
Ocyurus chrysurus,Lutjanidae,habitat_reef,0.47392585,106024.5437,2962500,Eupercaria/misc,Actinopteri,86.30000305,reef-associated,4.03,DD,4.17,Yellowtail snapper,Ocyurus
Lutjanus analis,Lutjanidae,habitat_reef,0.374912566,158.9383908,2712500,Eupercaria/misc,Actinopteri,94,reef-associated,3.91,NT,7.64,Mutton snapper,Lutjanus
Lutjanus kasmira,Lutjanidae,habitat_reef,0.454178194,40.45108344,12822500,Eupercaria/misc,Actinopteri,40,reef-associated,3.87,LC,NA,Common bluestripe snapper,Lutjanus
Bolbometopon muricatum,Scaridae,habitat_reef,0.236827261,921.481753,10460000,Eupercaria/misc,Actinopteri,130,reef-associated,4.61E-04,VU,NA,Green humphead parrotfish,Bolbometopon
Thunnus thynnus,Scombridae,pelagic,0.081764288,2680523.857,59672500,Scombriformes,Actinopteri,458,pelagic-oceanic,4.45,EN,NA,Atlantic bluefin tuna,Thunnus
Cephalopholis boenak,Serranidae,habitat_reef,0.477019133,467414.1572,10042500,Perciformes/Serranoidei,Actinopteri,30,reef-associated,4.07,LC,8.13E-06,Chocolate hind,Cephalopholis
Sarpa salpa,Sparidae,habitat_reef,0.511305673,8456.209715,1802500,Eupercaria/misc,Actinopteri,51,benthopelagic,2,LC,0.049,Salema,Sarpa
Sarpa salpa,Sparidae,habitat_reef,0.511305673,8456.209715,1802500,Eupercaria/misc,Actinopteri,51,benthopelagic,2,LC,4.27E-04,Salema,Sarpa
Panopea abrupta,Hiatellidae,sedentary,0.37,31219.30811,747500,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lutjanus griseus,Lutjanidae,habitat_reef,0.328631033,1831.695549,2207500,Eupercaria/misc,Actinopteri,89,reef-associated,4.23,LC,0.145837,Grey snapper,Lutjanus
Engraulis mordax,Engraulidae,pelagic,0.452423043,424727.4555,360000,Clupeiformes,Actinopteri,24.79999924,pelagic-neritic,5.35E-04,LC,NA,Californian anchovy,Engraulis
Lethrinus nebulosus,Lethrinidae,habitat_reef,0.334828189,540.0978942,11485000,Eupercaria/misc,Actinopteri,87,reef-associated,3.76,LC,8.5,Spangled emperor,Lethrinus
Morone saxatilis,Moronidae,habitat_coastal,0.255328822,44266.68488,565000,Eupercaria/misc,Actinopteri,200,demersal,4.65,LC,7.78,Striped bass,Morone
Monotaxis grandoculis,Lethrinidae,habitat_reef,0.551484374,113.7729425,11135000,Eupercaria/misc,Actinopteri,60,reef-associated,3.37,LC,NA,Humpnose big-eye bream,Monotaxis
Acanthopagrus latus,Sparidae,habitat_coastal,0.418755885,3432.653845,4432500,Eupercaria/misc,Actinopteri,40,demersal,6.63E-04,DD,0.146,Yellowfin seabream,Acanthopagrus
Cheilinus undulatus,Labridae,habitat_reef,0.377461777,5398.268449,7215000,Eupercaria/misc,Actinopteri,229,reef-associated,6.89E-04,EN,6.223,Humphead wrasse,Cheilinus
Cheilinus undulatus,Labridae,habitat_reef,0.377461777,5398.268449,7215000,Eupercaria/misc,Actinopteri,229,reef-associated,6.89E-04,EN,14.363,Humphead wrasse,Cheilinus
Cheilinus undulatus,Labridae,habitat_reef,0.377461777,5398.268449,7215000,Eupercaria/misc,Actinopteri,229,reef-associated,6.89E-04,EN,8.56E-04,Humphead wrasse,Cheilinus
Epinephelus merra,Serranidae,habitat_reef,0.431465308,15891.93816,9600000,Perciformes/Serranoidei,Actinopteri,32,reef-associated,3.82,LC,NA,Honeycomb grouper,Epinephelus
Spondyliosoma cantharus,Sparidae,habitat_reef,0.395053221,62479.58166,3510000,Eupercaria/misc,Actinopteri,60,benthopelagic,3.34,LC,NA,Black seabream,Spondyliosoma
Menidia menidia,Atherinopsidae,habitat_coastal,0.883068984,1323.357543,912500,Atheriniformes,Actinopteri,15,pelagic-neritic,3.19,LC,NA,Atlantic silverside,Menidia
Gasterosteus aculeatus,Gasterosteidae,habitat_coastal,0.997632856,579.8245284,6017500,Perciformes/Gasterosteoidei,Actinopteri,11,benthopelagic,3.31,LC,NA,Three-spined stickleback,Gasterosteus
Engraulis encrasicolus,Engraulidae,migratory,0.556514588,2597693.366,3817500,Clupeiformes,Actinopteri,20,pelagic-neritic,5.39E-04,LC,NA,European anchovy,Engraulis
Pagrus pagrus,Sparidae,habitat_reef,0.393674465,69501.76973,5512500,Eupercaria/misc,Actinopteri,91,benthopelagic,3.86,LC,NA,Red porgy,Pagrus
Xyrichtys novacula,Labridae,habitat_coastal,0.651045245,179.8277477,4975000,Eupercaria/misc,Actinopteri,38,reef-associated,3.51,LC,0.32,Pearly razorfish,Xyrichtys
Sargocentron spiniferum,Holocentridae,habitat_reef,1.094233812,134.9547038,11040000,Holocentriformes,Actinopteri,51,reef-associated,3.6,LC,NA,Sabre squirrelfish,Sargocentron
Sardina pilchardus,Clupeidae,pelagic,0.527727922,10016809.96,2405000,Clupeiformes,Actinopteri,27.5,pelagic-neritic,3.06,LC,NA,European pilchard,Sardina
Epinephelus morio,Serranidae,habitat_benthic,0.214918572,89682.26368,3007500,Perciformes/Serranoidei,Actinopteri,125,reef-associated,3.5,VU,2.09,Red grouper,Epinephelus
Chanos chanos,Chanidae,habitat_reef,0.566145214,23425.16314,11060000,Gonorynchiformes,Actinopteri,180,benthopelagic,4.15E-04,LC,NA,Milkfish,Chanos
Epinephelus striatus,Serranidae,habitat_reef,0.263107501,2316.178743,2580000,Perciformes/Serranoidei,Actinopteri,122,reef-associated,4.06,CR,0.018305,Nassau grouper,Epinephelus
Mycteroperca microlepis,Serranidae,habitat_reef,0.176804061,28254.4642,1780000,Perciformes/Serranoidei,Actinopteri,145,reef-associated,3.65,VU,0.0034,Gag,Mycteroperca
Solea solea,Soleidae,habitat_benthic,0.314243351,318367.9948,1462500,Pleuronectiformes,Actinopteri,70,demersal,3.21,DD,NA,Common sole,Solea
Scophthalmus maximus,Scophthalmidae,habitat_benthic,0.444655202,62251.19121,1410000,Pleuronectiformes,Actinopteri,100,demersal,4.36,NA,NA,Turbot,Scophthalmus
Scomber scombrus,Scombridae,hms,0.271095154,10661466.88,2945000,Scombriformes,Actinopteri,60,pelagic-neritic,3.63,LC,NA,Atlantic mackerel,Scomber
Sardinops sagax,Clupeidae,migratory,0.348585234,25758757.07,7210000,Clupeiformes,Actinopteri,39.5,pelagic-neritic,2.84,LC,NA,South American pilchard,Sardinops
Engraulis japonicus,Engraulidae,pelagic,0.795607578,4860253.091,760000,Clupeiformes,Actinopteri,18,pelagic-neritic,3.14,LC,NA,Japanese anchovy,Engraulis
Pagrus major,Sparidae,habitat_reef,0.388831741,110861.6696,1235000,Eupercaria/misc,Actinopteri,100,demersal,4.46,LC,NA,Red seabream,Pagrus
Semicossyphus pulcher,Labridae,habitat_reef,0.707450578,27.00400648,222500,Eupercaria/misc,Actinopteri,91,reef-associated,6.15E-04,VU,0.015134,California sheephead,Semicossyphus
Semicossyphus pulcher,Labridae,habitat_reef,0.707450578,27.00400648,222500,Eupercaria/misc,Actinopteri,91,reef-associated,6.15E-04,VU,0.26,California sheephead,Semicossyphus
Dicentrarchus labrax,Moronidae,habitat_coastal,0.531450639,51902.73934,1665000,Eupercaria/misc,Actinopteri,103,demersal,5.99E-04,LC,0.017712,European seabass,Dicentrarchus
Sparus aurata,Sparidae,habitat_reef,0.379937307,52530.50873,1810000,Eupercaria/misc,Actinopteri,70,demersal,3.7,LC,0.167,Gilthead seabream,Sparus
Lutjanus gibbus,Lutjanidae,habitat_reef,0.436363308,844.8831364,12437500,Eupercaria/misc,Actinopteri,50,reef-associated,4.12,LC,NA,Humpback red snapper,Lutjanus
Caranx melampygus,Carangidae,habitat_reef,0.562323474,47.64517442,13410000,Carangiformes,Actinopteri,117,reef-associated,4.49,LC,NA,Bluefin trevally,Caranx
Mulloidichthys flavolineatus,Mullidae,habitat_reef,0.798341841,351.503561,11047500,Mulliformes,Actinopteri,43,reef-associated,3.84,LC,0.0054,Yellowstripe goatfish,Mulloidichthys
Naso unicornis,Acanthuridae,habitat_reef,0.337334043,2152.086384,11817500,Acanthuriformes,Actinopteri,70,reef-associated,3.75E-04,LC,0.0233,Bluespine unicornfish,Naso
Naso unicornis,Acanthuridae,habitat_reef,0.337334043,2152.086384,11817500,Acanthuriformes,Actinopteri,70,reef-associated,3.75E-04,LC,0.0321,Bluespine unicornfish,Naso
Engraulis ringens,Engraulidae,pelagic,0.648902669,32789505.44,470000,Clupeiformes,Actinopteri,20,pelagic-neritic,4.94E-04,LC,NA,Anchoveta,Engraulis
Pseudopleuronectes americanus,Pleuronectidae,habitat_benthic,0.307223496,198061.8822,760000,Pleuronectiformes,Actinopteri,64,demersal,3.62,NA,NA,Winter flounder,Pseudopleuronectes
Merluccius productus,Merlucciidae,migratory,0.12010337,14123361.56,960000,Gadiformes,Actinopteri,91,pelagic-neritic,4.35,LC,NA,North Pacific hake,Merluccius
Sebastes crameri,Sebastidae,habitat_benthic,0.05294117,58480.00756,1632500,Perciformes/Scorpaenoidei,Actinopteri,58,bathydemersal,3.764736842,NA,NA,Darkblotched rockfish,Sebastes
Pleuronectes platessa,Pleuronectidae,migratory,0.259689843,1292924.937,1712500,Pleuronectiformes,Actinopteri,100,demersal,3.17,LC,NA,European plaice,Pleuronectes
Paralichthys dentatus,Paralichthyidae,habitat_benthic,1.335834603,38762.28381,360000,Pleuronectiformes,Actinopteri,94,demersal,4.49,LC,NA,Summer flounder,Paralichthys
Pandalus borealis,Pandalidae,deep,0.58,1105170.825,5272500,NA,NA,NA,NA,NA,NA,NA,NA,NA
Theragra chalcogramma,Gadidae,habitat_deep,0.268162474,60868752.04,3285000,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gadus morhua,Gadidae,migratory,0.368813682,21820501.73,4322500,Gadiformes,Actinopteri,200,benthopelagic,4.09,VU,0.2704,Atlantic cod,Gadus
Melanogrammus aeglefinus,Gadidae,migratory,0.301691966,6505571.307,2797500,Gadiformes,Actinopteri,112,demersal,4.03,VU,NA,Haddock,Melanogrammus
Mallotus villosus,Osmeridae,migratory,0.138113299,28037995.03,13647500,Osmeriformes,Actinopteri,20,pelagic-oceanic,3.15,NA,NA,Capelin,Mallotus
Clupea harengus,Clupeidae,migratory,0.216471005,14100473.79,3810000,Clupeiformes,Actinopteri,45,benthopelagic,3.38,LC,NA,Atlantic herring,Clupea
Dissostichus mawsoni,Nototheniidae,deep,0.104337688,119051.7854,12715000,Perciformes/Notothenioidei,Actinopteri,200,pelagic-oceanic,6.81E-04,NA,NA,Antarctic toothfish,Dissostichus
Acanthurus sohal,Acanthuridae,habitat_reef,0.530369312,202.6964938,955000,Acanthuriformes,Actinopteri,40,reef-associated,3.45E-04,LC,NA,Sohal surgeonfish,Acanthurus
Acipenser transmontanus,Acipenseridae,habitat_coastal,0.08634626,3863.42155,350000,Acipenseriformes,Actinopteri,610,demersal,3.25,LC,NA,White sturgeon,Acipenser
Albula vulpes,Albulidae,habitat_lagoon,0.463332904,847.2094178,1525000,Albuliformes,Actinopteri,104,reef-associated,3.73,NT,NA,Bonefish,Albula
Alopias superciliosus,Alopiidae,hms,0.077397349,431.2292393,153285000,Lamniformes,Elasmobranchii,487.9849854,pelagic-oceanic,4.51,VU,NA,Bigeye thresher,Alopias
Alopias vulpinus,Alopiidae,hms,0.047303963,2806.783836,225200000,Lamniformes,Elasmobranchii,573.2999878,pelagic-oceanic,4.5,VU,NA,Thresher,Alopias
Ammodytes personatus,Ammodytidae,habitat_coastal,0.344053886,2935070.704,1835000,Perciformes/Uranoscopoidei,Actinopteri,15,demersal,3.1525,NA,NA,Pacific sandlance,Ammodytes
Anarhichas denticulatus,Anarhichadidae,habitat_deep,0.100670808,25393.14083,3635000,Perciformes/Zoarcoidei,Actinopteri,180,benthopelagic,6.98E-04,NA,NA,Northern wolffish,Anarhichas
Anarhichas lupus,Anarhichadidae,habitat_coastal,0.104945385,81375.50792,1955000,Perciformes/Zoarcoidei,Actinopteri,150,demersal,3.55,NA,NA,Atlantic wolffish,Anarhichas
Anoplopoma fimbria,Anoplopomatidae,deep,0.035406384,3806231.238,2682500,Perciformes/Cottoidei,Actinopteri,120,bathydemersal,3.84,NA,NA,Sablefish,Anoplopoma
Aplodactylus punctatus,Aplodactylidae,habitat_coastal,0.630179269,41.96266255,240000,Centrarchiformes,Actinopteri,43.70000076,demersal,2.04,NA,NA,NA,Aplodactylus
Argentina silus,Argentinidae,pelagic,0.073400392,2785.434725,2310000,Argentiniformes,Actinopteri,70,bathypelagic,3.32,NA,NA,Greater argentine,Argentina
Argentina sphyraena,Argentinidae,pelagic,0.227703191,5669.679004,2555000,Argentiniformes,Actinopteri,35,bathydemersal,3.49,NA,NA,Argentine,Argentina
Glossanodon semifasciatus,Argentinidae,pelagic,0.518660964,67613.97225,532500,Argentiniformes,Actinopteri,21,benthopelagic,5.42E-04,NA,NA,Deep-sea smelt,Glossanodon
Bathyraja eatonii,Arhynchobatidae,habitat_benthic,0.116187742,9.433008903,1087500,Rajiformes,Elasmobranchii,100,demersal,4.3,DD,NA,Eaton's skate,Bathyraja
Aristaeomorpha foliacea,Aristeidae,habitat_deep,0.47,1674.123473,10035000,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aristeus antennatus,Aristeidae,habitat_deep,0.48,5001.24444,36575000,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aristeus varidens,Aristeidae,habitat_deep,0.48,2168.491667,517500,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arripis georgianus,Arripidae,habitat_coastal,0.387883213,8663.442732,500000,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arripis trutta,Arripidae,habitat_coastal,0.285831282,90126.44043,930000,Scombriformes,Actinopteri,89,pelagic-neritic,4.07,NA,NA,Australian salmon,Arripis
Atherina boyeri,Atherinidae,habitat_coastal,0.812586347,5070.648817,1385000,Atheriniformes,Actinopteri,20,demersal,5.56E-04,LC,NA,Big-scale sand smelt,Atherina
Odontesthes regia,Atherinidae,habitat_coastal,0.645590227,5044.487761,352500,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amphichthys cryptocentrus,Batrachoididae,sedentary,0.57223899,3263.489613,972500,Batrachoidiformes,Actinopteri,40,reef-associated,3.75,LC,NA,Bocon toadfish,Amphichthys
Ablennes hians,Belonidae,habitat_coastal,0.580917618,38.09834531,10402500,Beloniformes,Actinopteri,140,reef-associated,7.77E-04,LC,NA,Flat needlefish,Ablennes
Belone belone,Belonidae,pelagic,0.478994871,26192.69803,2555000,Beloniformes,Actinopteri,103.5,pelagic-oceanic,4.16,LC,NA,Garfish,Belone
Tylosurus crocodilus,Belonidae,habitat_coastal,0.696411061,353.3717566,12982500,Beloniformes,Actinopteri,150,reef-associated,4.43,NA,NA,Hound needlefish,Tylosurus
Beryx decadactylus,Berycidae,habitat_deep,0.158706812,10665.2007,19952500,Beryciformes,Actinopteri,100,bathydemersal,7.13E-04,LC,NA,Alfonsino,Beryx
Beryx splendens,Berycidae,habitat_deep,0.241932168,22171.35504,17805000,Beryciformes,Actinopteri,70,benthopelagic,4.27,LC,NA,Splendid alfonsino,Beryx
Centroberyx affinis,Berycidae,habitat_coastal,0.322306719,27515.24399,777500,Beryciformes,Actinopteri,51,benthopelagic,6.58E-04,NA,NA,Redfish,Centroberyx
Bothus pantherinus,Bothidae,habitat_benthic,0.785631156,223.1836131,9750000,Pleuronectiformes,Actinopteri,39,reef-associated,6.05E-04,LC,NA,Leopard flounder,Bothus
Cottoperca gobio,Bovichtidae,territorial,0.630179269,35.33597676,665000,Perciformes/Notothenioidei,Actinopteri,80,demersal,7.36E-04,NA,NA,Channel bull blenny,Cottoperca
Brama brama,Bramidae,migratory,0.25373223,70090.69367,140227500,Scombriformes,Actinopteri,100,pelagic-neritic,7.05E-04,LC,NA,Atlantic pomfret,Brama
Taractichthys steindachneri,Bramidae,hms,0.469887034,45.36409493,11020000,Scombriformes,Actinopteri,60,benthopelagic,NA,NA,NA,Sickle pomfret,Taractichthys
Bregmaceros mcclellandi,Bregmacerotidae,pelagic,0.389520618,24255.36307,62220000,Gadiformes,Actinopteri,9.600000381,pelagic-oceanic,5.70E-04,NA,NA,Unicorn cod,Bregmaceros
Callorhinchus callorynchus,Callorhinchidae,habitat_benthic,0.166717262,61930.47979,1385000,Chimaeriformes,Holocephali,89.19999695,demersal,3.35,LC,NA,Plownose chimaera,Callorhinchus
Callorhinchus milii,Callorhinchidae,habitat_benthic,0.114485214,69198.59537,1070000,Chimaeriformes,Holocephali,125,demersal,6.22E-04,LC,NA,Ghost shark,Callorhinchus
Cancer borealis,Cancridae,sedentary,0.46,58525.66957,1042500,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cancer irroratus,Cancridae,sedentary,0.46,6442.986434,1115000,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cancer pagurus,Cancridae,sedentary,0.46,359939.0174,1520000,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cancer productus,Cancridae,sedentary,0.46,9666.26087,632500,NA,NA,NA,NA,NA,NA,NA,NA,NA
Capros aper,Caproidae,habitat_reef,0.435056667,770203.4273,2592500,Acanthuriformes,Actinopteri,30,demersal,3.14,LC,NA,Boarfish,Capros
Alectis alexandrinus,Carangidae,habitat_coastal,0.28,3199.7,895000,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alepes djedaba,Carangidae,habitat_reef,1.017167166,261.8920556,8030000,Carangiformes,Actinopteri,40,reef-associated,5.73E-04,LC,NA,Shrimp scad,Alepes
Atule mate,Carangidae,habitat_reef,1.254655656,1356.375346,11757500,Carangiformes,Actinopteri,30,reef-associated,4.22,LC,NA,Yellowtail scad,Atule
Carangoides bajad,Carangidae,habitat_reef,0.975847099,7411.747198,5572500,Carangiformes,Actinopteri,55,reef-associated,6.86E-04,LC,NA,Orangespotted trevally,Carangoides
Carangoides fulvoguttatus,Carangidae,habitat_reef,1.009870027,221.7473477,13272500,Carangiformes,Actinopteri,120,reef-associated,4.43,LC,NA,Yellowspotted trevally,Carangoides
Carangoides malabaricus,Carangidae,habitat_reef,1.1685438,457.2905183,11795000,Carangiformes,Actinopteri,60,reef-associated,6.74E-04,LC,NA,Malabar trevally,Carangoides
